track_name,artist_name,album_name,popularity,market,genres,duration_mins,release_year,tempo,speechiness,loudness,liveness,instrumentalness,energy,acousticness,valence,like
Mariposa de Barrio,Jenni Rivera,Mi Vida Loca,54,USA,"banda, mariachi, musica mexicana, ranchera, regional mexicano femenil",5.942,2006,78.993,0.0677,-5.643,0.0702,6.66E-06,0.448,0.464,0.553,0
En Su Nota,Don Omar,King Of Kings,64,USA,"latin hip hop, puerto rican pop, reggaeton, urbano latino",3.6051,2006,192.043,0.272,-5.927,0.156,2.50E-05,0.843,0.00498,0.883,1
No Apologies,Eminem,Eminem Presents The Re-Up,48,USA,"detroit hip hop, hip hop, rap",4.416667,2006,87.022,0.276,-3.426,0.103,0,0.73,0.0171,0.083,1
Procuro Olvidarte,K-Paz De La Sierra,Conquistando Corazones,54,USA,"chilena, duranguense, musica mexicana, ranchera, tropical",4.499767,2006,140.028,0.0393,-5.076,0.48,0,0.69,0.495,0.808,0
Home,Daughtry,Daughtry,51,USA,"alternative metal, neo mellow, pop rock, post-grunge",3.71555,2006,143.986,0.0361,-3.885,0.198,1.77E-06,0.853,0.00217,0.338,0
Nadie Sabe Lo Que Tiene,Los Yonic's,Los Yonic's,53,USA,"grupera, gruperas inmortales, musica mexicana, ranchera, tropical",3.860883,2006,109.531,0.0283,-12.157,0.153,0.000177,0.425,0.726,0.531,0
You Never Let Go,Matt Redman,Beautiful News (With Bonus Track),45,USA,"ccm, christian alternative rock, christian music, uk worship, world worship, worship",4.038433,2006,157.966,0.042,-7.125,0.123,1.02E-05,0.714,0.0816,0.23,0
Glamorous,Fergie,The Dutchess (Deluxe Edition),47,USA,"dance pop, pop, post-teen pop, rap",4.719333,2006,130.991,0.199,-6.408,0.0857,0,0.755,0.291,0.625,1
Dama Divina,Jenni Rivera,Mi Vida Loca,55,USA,"banda, mariachi, musica mexicana, ranchera, regional mexicano femenil",4.78155,2006,147.972,0.0642,-3.79,0.0661,0,0.791,0.549,0.942,0
Kidnap The Sandy Claws,Danny Elfman,Nightmare Before Christmas Special Edition,47,USA,"orchestral soundtrack, soundtrack",1.364667,2006,137.566,0.103,-12.009,0.521,0,0.524,0.795,0.771,0
Despair In The Departure Lounge,Arctic Monkeys,Who The F*** Are Arctic Monkeys?,46,USA,"garage rock, modern rock, permanent wave, rock, sheffield indie",3.702667,2006,85.255,0.0411,-13.322,0.0809,0.0025,0.306,0.676,0.284,0
Kimdracula,Deftones,Saturday Night Wrist,50,USA,"alternative metal, nu metal, rap metal, rock, sacramento indie",4.076,2006,154.108,0.049,-3.829,0.284,0.142,0.831,1.18E-05,0.467,1
Tere Bina,A.R. Rahman,Guru (Original Motion Picture Soundtrack),66,USA,"filmi, modern bollywood",3.693767,2006,144.033,0.0375,-7.663,0.068,0.000155,0.7,0.278,0.867,0
Sorrow,Flyleaf,Flyleaf,46,USA,"alternative metal, christian alternative rock, nu metal",3.152433,2006,140.093,0.0375,-3.616,0.331,0,0.838,0.0161,0.38,0
Everytime We Touch,Cascada,Platinum,62,USA,"bubblegum dance, dance pop, eurodance, europop, german techno, melbourne bounce international, pop rap",4.116,2006,142.027,0.0519,-5.362,0.382,1.29E-05,0.976,0.00281,0.493,1
Lullaby,The Chicks,Taking The Long Way,49,USA,"country, country dawn",3.462883,2006,109.396,0.0279,-11.409,0.112,0.00943,0.205,0.762,0.316,0
Hump de Bump,Red Hot Chili Peppers,Stadium Arcadium,56,USA,"alternative rock, funk metal, funk rock, permanent wave",4.092217,2006,111.926,0.0362,-3.153,0.0689,7.04E-06,0.971,0.142,0.899,0
Yellow,Rockabye Baby!,Lullaby Renditions of Coldplay,51,USA,lullaby,2.864,2006,173.48,0.0367,-19.064,0.0965,0.81,0.233,0.898,0.0986,0
I Hear Them All,Old Crow Medicine Show,Big Iron World,47,USA,"alternative country, bluegrass, folk, indie folk, modern old-time, new americana, old-time, progressive bluegrass, roots rock, stomp and holler",4.27755,2006,94.451,0.0282,-7.393,0.136,0,0.478,0.13,0.678,0
Lead Me Home,Jamey Johnson,The Dollar,45,USA,"country, country road, outlaw country, redneck",4.740217,2006,110.56,0.031,-10.991,0.103,0.00285,0.186,0.847,0.0924,0
Bedtime,Alan Menken,The Little Mermaid Special Edition,49,USA,"broadway, hollywood, movie tunes, orchestral soundtrack, show tunes",5.442433,2006,171.277,0.0467,-22.484,0.294,0.0569,0.0969,0.948,0.12,0
When We All Get To Heaven,Alan Jackson,Precious Memories,48,USA,"country, country road",3.220433,2006,106.556,0.0262,-9.413,0.163,0,0.296,0.84,0.534,0
El Tequilero,Los Originales De San Juan,El Tequilero,49,USA,"musica mexicana, norteno",3.894883,2006,132.843,0.115,-5.834,0.0375,0,0.709,0.178,0.933,0
Have You Ever Seen The Rain,Rod Stewart,Still The Same... Great Rock Classics Of Our Time,62,USA,"classic rock, mellow gold, soft rock",1.402883,2006,114.995,0.0285,-6.19,0.0744,1.72E-05,0.808,0.0183,0.762,0
Vestido Blanco,Cardenales De Nuevo LeÃƒÂ³n,Fiesta NorteÃƒÂ±a Puras Cumbias,51,USA,"musica mexicana, norteno, ranchera, tropical",4.605917,2006,,,,,,,,,0
Degausser,Brand New,The Devil And God Are Raging Inside Me,45,USA,"emo, pop punk",2.727767,2006,143.851,0.0544,-3.157,0.0968,2.29E-05,0.814,0.217,0.164,0
Hey,Red Hot Chili Peppers,Stadium Arcadium,53,USA,"alternative rock, funk metal, funk rock, permanent wave",3.303333,2006,104.655,0.0499,-3.674,0.119,1.75E-05,0.9,0.116,0.599,0
Coffin Nails,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",49,USA,"alternative hip hop, east coast hip hop, hip hop",3.73,2006,95.047,0.0567,-9.263,0.102,0.821,0.578,0.00907,0.964,1
Desert Song,My Chemical Romance,Life on the Murder Scene,51,USA,"emo, pop punk",3.564883,2006,147.518,0.0312,-10.056,0.139,0,0.324,0.515,0.0704,0
Pobre Diabla,Don Omar,Reggaeton Hitmakers Tropical Blend,57,USA,"latin hip hop, puerto rican pop, reggaeton, urbano latino",3.727767,2006,92.015,0.0627,-7.016,0.0693,0.0194,0.741,0.43,0.838,1
Angelito,Don Omar,King Of Kings,57,USA,"latin hip hop, puerto rican pop, reggaeton, urbano latino",4.504217,2006,156.005,0.045,-5.11,0.17,0,0.661,0.2,0.311,1
Hearts A Mess,Gotye,Like Drawing Blood,44,USA,australian pop,1.473767,2006,125.023,0.0368,-9.542,0.193,0.262,0.524,0.0701,0.538,0
How Great Thou Art,Alan Jackson,Precious Memories,47,USA,"country, country road",4.172883,2006,174.519,0.0292,-10.576,0.139,1.50E-06,0.204,0.853,0.174,0
LDN,Lily Allen,"Alright, Still (Bonus Track Version)",44,USA,"dance pop, pop",3.763333,2006,100.023,0.027,-7.672,0.333,4.15E-06,0.607,0.0142,0.898,0
Sound Of A Gun,Audioslave,Revelations,54,USA,"alternative metal, alternative rock, nu metal, permanent wave, post-grunge, rock, supergroup",4.286883,2006,96.135,0.0332,-4.717,0.232,0.0508,0.867,0.00904,0.596,0
Rosas Blancas,Los Yonic's,En Su Punto,53,USA,"grupera, gruperas inmortales, musica mexicana, ranchera, tropical",0.878667,2006,77.706,0.202,-10.689,0.183,0,0.617,0.459,0.388,0
Little Bit of Life,Craig Morgan,Little Bit Of Life,45,USA,"contemporary country, country, country road, modern country rock",4.28,2006,96.944,0.0344,-4.743,0.287,0,0.834,0.292,0.703,0
Bama Breeze,Jimmy Buffett,Take the Weather with You,45,USA,"classic rock, folk rock, mellow gold, soft rock",4.35355,2006,143.372,0.032,-6.788,0.766,1.40E-06,0.644,0.18,0.477,0
El Torino,Grupo Laberinto,El Profeta Y Otros Caballos Famosos,50,USA,"cumbia sonorense, musica sonorense, tecnobanda, tejano",3.6931,2006,108.18,0.14,-7.699,0.106,0,0.3,0.796,0.96,0
Pens And Needles,Hawthorne Heights,If Only You Were Lonely,46,USA,"dayton indie, pop punk, post-hardcore, screamo",2.75,2006,161.032,0.116,-2.444,0.163,2.26E-06,0.952,0.00974,0.683,0
Call On Me,Janet Jackson,20 Y.O.,56,USA,"dance pop, hip pop, neo soul, r&b, urban contemporary",3.483333,2006,82.008,0.0445,-6.053,0.0772,1.89E-06,0.67,0.341,0.771,0
Coffee Shop Soundtrack,All Time Low,Put Up Or Shut Up,48,USA,"modern rock, pop punk, rock",3.1551,2006,185.021,0.122,-6.148,0.0963,0,0.852,0.00228,0.431,0
Assassin,Muse,Black Holes and Revelations,54,USA,"modern rock, permanent wave, rock",8.016,2006,124.715,0.145,-3.942,0.108,0.00335,0.961,0.00133,0.416,0
Those Nights,Skillet,Comatose,49,USA,"alternative metal, christian alternative rock, christian music, christian rock",1.922667,2006,174.096,0.079,-3.34,0.147,0,0.951,0.023,0.455,0
Wildcat,Ratatat,Classics,50,USA,"alternative dance, indietronica, new rave",3.5631,2006,115.993,0.0671,-7.522,0.0415,0.426,0.718,0.0479,0.785,0
Red Light Indicates Doors Are Secured,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",45,USA,"garage rock, modern rock, permanent wave, rock, sheffield indie",4.467333,2006,110.683,0.0311,-4.831,0.0989,0,0.846,0.00316,0.914,0
Drive,Deftones,Saturday Night Wrist,49,USA,"alternative metal, nu metal, rap metal, rock, sacramento indie",3.996883,2006,92.615,0.079,-5.116,0.367,0.827,0.965,9.91E-06,0.168,1
Mariposas,Los Enanitos Verdes,Pescado Original,63,USA,"argentine rock, latin alternative, latin pop, latin rock, mexican pop, rock en espanol, ska argentino",4.760883,2006,136.993,0.0279,-4.316,0.161,9.90E-06,0.916,0.188,0.704,0
Nothing In My Way,Keane,Under The Iron Sea,61,USA,"neo mellow, piano rock, pop rock",3.121917,2006,172.478,0.0294,-4.97,0.0893,3.96E-06,0.854,0.00107,0.872,0
Night Train,Amos Lee,Supply And Demand,49,USA,"acoustic pop, indie folk, neo mellow, new americana, pop rock, stomp and holler",3.897333,2006,129.933,0.0357,-15.101,0.13,0.000111,0.266,0.649,0.487,0
Like Me And You,Raffi,Quiet Time,45,USA,"""canadian children_s music"", ""children_s folk"", ""children_s music""",2.178,2006,98.614,0.0284,-14.267,0.105,0.000271,0.19,0.89,0.53,0
Topless,Breaking Benjamin,Phobia (Explicit Version),47,USA,"alternative metal, nu metal, post-grunge",3.446667,2006,172.956,0.115,-3.193,0.384,0.000218,0.958,0.000184,0.428,0
Revelations,Audioslave,Revelations,53,USA,"alternative metal, alternative rock, nu metal, permanent wave, post-grunge, rock, supergroup",3.234667,2006,113.045,0.0482,-4.161,0.107,0,0.882,0.00785,0.368,0
Still Take You Home,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",45,USA,"garage rock, modern rock, permanent wave, rock, sheffield indie",2.739333,2006,108.934,0.0378,-4.192,0.0973,0,0.946,0.000669,0.653,0
Heart Of Glass,Blondie,Greatest Hits: Blondie,64,USA,"candy pop, new wave, new wave pop, permanent wave, power pop, rock",4.09155,2006,114.82,0.0361,-6.108,0.0819,0.00047,0.654,0.0539,0.685,0
Dani California,Red Hot Chili Peppers,Dani California,51,USA,"alternative rock, funk metal, funk rock, permanent wave",4.574433,2006,96.184,0.0437,-2.36,0.346,8.59E-06,0.913,0.0193,0.73,0
Just So You Know,Jesse McCartney,Right Where You Want Me,55,USA,"dance pop, neo mellow, pop, post-teen pop, viral pop",2.952667,2006,77.983,0.0266,-4.878,0.327,0,0.818,0.0112,0.521,0
Last Donut Of The Night,J Dilla,Donuts,49,USA,"alternative hip hop, detroit hip hop, hip hop",4.628783,2006,80.727,0.385,-7.384,0.444,0.466,0.662,0.375,0.472,1
Me And My Gang,Rascal Flatts,Me And My Gang,45,USA,"contemporary country, country, country road",3.544,2006,108.745,0.0408,-3.719,0.0454,0,0.9,0.0775,0.611,0
Addicted,Amy Winehouse,Back To Black (Deluxe Edition),55,USA,"british soul, neo soul",3.582667,2006,107.988,0.0506,-14.444,0.102,0.017,0.513,0.00191,0.788,0
Mi Fanatica,De La Ghetto,Mas Flow - Los Benjamins,58,USA,"latin hip hop, reggaeton, reggaeton flow, trap latino, urbano latino",4.630667,2006,92.993,0.114,-7.704,0.219,0.00326,0.691,0.0446,0.612,1
Worth Dying For,Rise Against,The Sufferer & The Witness,46,USA,"chicago hardcore, chicago punk, hardcore punk, punk",4.078217,2006,172.352,0.231,-3.786,0.349,1.48E-05,0.985,0.000181,0.387,0
Ready To Fall,Rise Against,The Sufferer & The Witness,46,USA,"chicago hardcore, chicago punk, hardcore punk, punk",3.552883,2006,128.577,0.077,-3.794,0.0782,0.000593,0.984,0.000118,0.484,0
Some Kind Of Wonderful,Grand Funk Railroad,Greatest Hits: Grand Funk Railroad (Remastered),49,USA,"album rock, art rock, blues rock, classic rock, country rock, folk rock, hard rock, heartland rock, mellow gold, psychedelic rock, rock, soft rock, symphonic rock",4.562667,2006,121.472,0.0514,-6.51,0.36,0,0.691,0.144,0.647,0
In Regards To Myself,Underoath,Define The Great Line,46,USA,"christian metal, christian metalcore, melodic metalcore, metalcore, pop punk, post-hardcore, screamo, tampa indie",4.244433,2006,159.811,0.121,-2.164,0.503,0.00132,0.98,3.31E-05,0.217,0
Already Gone,Crossfade,Falling Away,47,USA,"alternative metal, nu metal, post-grunge, rap rock",3.616433,2006,94.851,0.059,-6.762,0.0857,1.60E-06,0.771,0.000921,0.494,1
Pray For Plagues,Bring Me The Horizon,Count Your Blessings,47,USA,"melodic metalcore, metalcore, rock, uk metalcore",3.196,2006,130.244,0.226,-4.186,0.67,0.00813,0.98,0.0148,0.132,0
Esperanzas,Montez de Durango,Y Sigue La Mata Dando,48,USA,"duranguense, musica mexicana, tropical",4.896667,2006,99.569,0.0322,-4.087,0.104,0,0.696,0.119,0.68,0
Trouble Sleeping,Corinne Bailey Rae,Corinne Bailey Rae,54,USA,"british soul, neo mellow, neo soul, pop soul, soul",3.712883,2006,90.97,0.0237,-6.905,0.0763,0,0.55,0.14,0.535,0
Cuando Baila Reggaeton,Tego CalderÃƒÂ³n,The Underdog - El Subestimado,54,USA,"latin hip hop, rap boricua, reggaeton, urbano latino",4.857333,2006,,,,,,,,,1
Cheated Hearts,Yeah Yeah Yeahs,Show Your Bones,44,USA,"alternative dance, alternative rock, dance-punk, garage rock, indie rock, modern rock, new rave, rock",4.043767,2006,136.583,0.0791,-5.261,0.0799,0.0421,0.939,0.0879,0.18,0
Lie About Us,Avant,Director,52,USA,"contemporary r&b, hip pop, neo soul, pop r&b, r&b, urban contemporary",1.989767,2006,77.608,0.0577,-4.763,0.235,0,0.671,0.189,0.839,0
In The Garden,Alan Jackson,Precious Memories,46,USA,"country, country road",4.185767,2006,87.419,0.0286,-10.876,0.129,1.80E-05,0.231,0.897,0.152,0
Cat And Mouse,The Red Jumpsuit Apparatus,Don't You Fake It,53,USA,"pop punk, pop rock, screamo",4.31555,2006,143.034,0.0298,-4.583,0.263,0,0.653,0.0157,0.205,0
Show Me The Money,Petey Pablo,Step Up Soundtrack,53,USA,"crunk, dirty south rap, gangster rap, hip pop, north carolina hip hop, pop rap, southern hip hop",5.028883,2006,110.514,0.114,-2.278,0.206,0,0.772,0.0167,0.83,1
Action Movie Hero Boy,Lemon Demon,Dinosaurchestra,48,USA,"comic, indie pop, indietronica, pixel",3.916217,2006,145.007,0.0421,-6.654,0.349,0.000427,0.806,0.161,0.763,0
Find Myself in You,Brian McKnight,Ten (U.S. Version),46,USA,"contemporary r&b, dance pop, neo soul, quiet storm, r&b, urban contemporary",2.6031,2006,170.115,0.306,-9.02,0.0499,0,0.492,0.207,0.821,0
Summer Shudder,AFI,DECEMBERUNDERGROUND,46,USA,"alternative metal, pop punk, punk, screamo, skate punk",3.97555,2006,85.004,0.107,-4.125,0.557,4.06E-05,0.935,0.000578,0.382,0
Millstone,Brand New,The Devil And God Are Raging Inside Me,44,USA,"emo, pop punk",5.622217,2006,202.461,0.0495,-3.729,0.0882,0.000288,0.82,0.00591,0.166,0
Cuando Yo Era Un Jovencito,Ramon Ayala Y Sus Bravos Del Norte,AntologÃƒÂ­a De Un Rey Vol. II - 30 Joyas Musicales,43,USA,"musica mexicana, norteno",5.992433,2006,78.702,0.0824,-6.516,0.0508,0,0.474,0.31,0.959,0
Ooh La,The Kooks,Inside In / Inside Out,43,USA,"brighton indie, modern rock, rock",2.786,2006,150.891,0.0803,-5.159,0.15,9.45E-05,0.873,0.0165,0.786,0
Dope House Family,South Park Mexican,When Devils Strike,44,USA,"chicano rap, dirty south rap, gangster rap, houston rap, latin hip hop, texas latin rap",3.397767,2006,85.993,0.0976,-3.086,0.113,0,0.72,0.133,0.515,1
Waiting,The Red Jumpsuit Apparatus,Don't You Fake It,47,USA,"pop punk, pop rock, screamo",4.974667,2006,166.892,0.0404,-2.931,0.192,0,0.856,0.000662,0.649,0
Gangsta Bop,Akon,Konvicted,54,USA,dance pop,4.152883,2006,175.93,0.16,-6.942,0.0589,0,0.349,0.0739,0.832,0
Flashing Lights,Kanye West,Graduation,83,USA,"chicago rap, rap",3.077333,2007,90.482,0.0399,-7.578,0.386,0,0.628,0.0381,0.43,1
I Wonder,Kanye West,Graduation,79,USA,"chicago rap, rap",3.420667,2007,191.385,0.0831,-8.665,0.125,0.000445,0.466,0.141,0.124,1
Misery Business,Paramore,Riot!,74,USA,"candy pop, pixie, pop emo, pop punk",3.933333,2007,172.977,0.0735,-3.677,0.113,9.26E-06,0.906,0.00272,0.731,0
Stronger,Kanye West,Graduation,80,USA,"chicago rap, rap",3.806667,2007,103.992,0.153,-7.858,0.408,0,0.717,0.00564,0.49,1
Homecoming,Kanye West,Graduation,78,USA,"chicago rap, rap",1.502217,2007,86.917,0.189,-7.059,0.115,0,0.747,0.337,0.918,1
Umbrella,Rihanna,Good Girl Gone Bad,72,USA,"barbadian pop, pop, urban contemporary",3.096433,2007,174.028,0.134,-4.603,0.0426,0,0.829,0.00864,0.575,0
The Way I Are,Timbaland,Shock Value,81,USA,"dance pop, hip hop, pop, pop rap",4.801333,2007,114.759,0.1,-6.492,0.319,0.751,0.807,0.181,0.765,1
Thnks fr th Mmrs,Fall Out Boy,Infinity On High,77,USA,"emo, modern rock",5.761767,2007,154.837,0.0623,-5.057,0.106,0,0.891,0.00511,0.588,0
Paralyzer,Finger Eleven,Them Vs. You Vs. Me (Deluxe Edition),73,USA,"alternative metal, canadian rock, funk metal, nu metal, post-grunge, rap rock",2.747767,2007,106.031,0.0456,-3.486,0.233,0,0.939,0.157,0.861,1
Fake It,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),73,USA,"alternative metal, nu metal, post-grunge, south african rock",3.894667,2007,132.078,0.0518,-3.509,0.0543,1.59E-06,0.95,0.00141,0.607,0
Electric Feel,MGMT,Oracular Spectacular,75,USA,"alternative dance, indietronica, modern rock, rock",5.552883,2007,103.04,0.0351,-3.713,0.348,0.285,0.803,0.0709,0.561,0
Paper Planes,M.I.A.,Kala,76,USA,"dance pop, indietronica, new rave",4.598667,2007,172.253,0.222,-6.175,0.65,7.46E-05,0.848,0.033,0.485,0
Beautiful Girls,Sean Kingston,Beautiful Girls,76,USA,"dance pop, miami hip hop, pop, post-teen pop, rap, urban contemporary",4.102,2007,130.009,0.0687,-6.075,0.256,0,0.661,0.15,0.769,1
Good Life,Kanye West,Graduation,73,USA,"chicago rap, rap",4.746667,2007,82.962,0.346,-6.881,0.439,0,0.808,0.00305,0.487,1
Bleed It Out,Linkin Park,Minutes to Midnight,76,USA,"alternative metal, nu metal, post-grunge, rap metal",3.573333,2007,140.127,0.0508,-3.647,0.61,0,0.967,0.114,0.596,1
Verbatim,Mother Mother,Touch Up,77,USA,vancouver indie,4.930667,2007,78.011,0.327,-6.809,0.148,0,0.58,0.309,0.492,0
Fluorescent Adolescent,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),69,USA,"garage rock, modern rock, permanent wave, rock, sheffield indie",3.513767,2007,112.115,0.0288,-5.29,0.144,2.26E-05,0.813,0.00178,0.821,0
The Pretender,Foo Fighters,"Echoes, Silence, Patience & Grace",77,USA,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",3.729333,2007,172.984,0.0431,-4.04,0.028,0,0.959,0.000917,0.365,0
You,Lloyd,Street Love,71,USA,"dance pop, hip pop, pop rap, r&b, southern hip hop, urban contemporary",5.14755,2007,130.159,0.47,-6.008,0.297,0,0.876,0.102,0.703,1
Gimme More,Britney Spears,Blackout,78,USA,"dance pop, pop",5.208883,2007,113.324,0.0334,-3.131,0.0723,0.000678,0.844,0.25,0.382,0
No One,Alicia Keys,As I Am (Expanded Edition),77,USA,"hip pop, neo soul, pop, r&b, urban contemporary",3.39555,2007,90.04,0.0285,-5.415,0.134,8.85E-06,0.549,0.0209,0.167,0
Kids,MGMT,Oracular Spectacular,76,USA,"alternative dance, indietronica, modern rock, rock",3.209767,2007,122.961,0.0719,-3.871,0.361,0.0049,0.931,0.00076,0.172,0
Apologize,OneRepublic,Dreaming Out Loud,68,USA,"piano rock, pop",5.296883,2007,118.008,0.0339,-6.12,0.102,2.22E-05,0.74,0.363,0.502,0
Give It To Me,Timbaland,Shock Value,78,USA,"dance pop, hip hop, pop, pop rap",3.27,2007,110.621,0.0632,-3.904,0.0799,0.000552,0.711,0.168,0.815,1
Everything I Am,Kanye West,Graduation,71,USA,"chicago rap, rap",4.076667,2007,80.23,0.265,-6.969,0.151,1.70E-06,0.623,0.463,0.765,1
All Summer Long,Kid Rock,Rock n Roll Jesus,71,USA,"alternative metal, nu metal",7.132883,2007,102.997,0.0283,-3.629,0.0956,0,0.864,0.0212,0.887,0
Bleeding Love,Leona Lewis,Spirit,74,USA,"british soul, dance pop, europop, pop, post-teen pop, talent show",1.5551,2007,104.036,0.0357,-5.886,0.146,0,0.656,0.188,0.225,0
Love Song,Sara Bareilles,Little Voice,71,USA,"acoustic pop, hollywood, lilith, neo mellow, pop, pop rock",2.46355,2007,123.055,0.0301,-3.142,0.188,0,0.786,0.0208,0.573,0
